Hate Speech	Expected Counter	Predicted Counter	Cosine Similarity
if homosexuals want to change they should go to a conversion therapy where they are constantly taught to love themselves and other people.	it is not necessary to change their sexuality to love themselves and others. we just need to accept their right to love whoever they want.	homosexuality is a sexual orientation and should be accepted as such.	0.6667350294075626
we should ban all gays, this would be a step in the right direction.	the gay rights movement is a good example of a movement that is moving in the right direction, not the homophobic one.	i don't think it would be a good idea to ban all gays, because this would only make the situation worse.	0.7016069014028946
lgbts are just sick people that should be isolated and ignored.	lgbt people are people, and deserve the full and equal human rights of all other citizens.	lgbts are not sick people. they are just different from other people in many ways.	0.8657810478585858
we should not love gays. they should be removed from their families.	imagine that someone were to tell you that you cannot love your mom, that she has to go away. what would you do? do you think it's a disgrace to love someone? maybe you should spend some more time with your family. love is love.	if we love people of different sexual orientations, then it is not necessary to remove them from their families.	0.89082433134824
i'm tired of gay people telling other people what they are doing with their own bodies.	i'm sure you're tired of hearing about other's bodies, but this is an individual's right to use their own body to their liking.	gay people are not telling other people what to do with their bodies. they are just saying that they are different from others in some way.	0.8704862502455337
gays are perverts	it is not true that gays are perverts. i think it is more appropriate to say that they are attracted to people of the same sex: and this is not a perversion, just a preference.	gays are not perverting anyone. they are just being themselves and trying to live their life as if it were their own, which is why they are called homosexuals.	0.9115265627485953
gays are perverts	we have to accept that everyone is different, and inclusion is what we should be working on.	gays are not perverting anyone. they are just being themselves and trying to live their life as if it were their own, which is why they are called homosexuals.	0.8973355279708163
homosexuality is against nature.	you should really learn about evolution and the origin of our species, instead of perpetuating unwarranted prejudice and ignorance. just ask the bonobos!	nature is a loving, caring and compassionate being. it is not against nature to love someone of another sexual orientation.	0.8773325665382679
gays are some kind of devil worshippers. we shouldn't have them here.	"do you know what this phrase ""some kind of devil worshippers"" means?"	gays are not devil worshippers. they are just people who want to live their life as if it were their own, and that is what matters.	0.7256678403163137
gays are some kind of devil worshippers. we shouldn't have them here.	why do you think it's right to ban someone for being gay? this is an individual preference and you cannot base a law on sexual orientation.	gays are not devil worshippers. they are just people who want to live their life as if it were their own, and that is what matters.	0.8785326220736698
gays are some kind of devil worshippers. we shouldn't have them here.	how do you know that they are practicing devil worship?	gays are not devil worshippers. they are just people who want to live their life as if it were their own, and that is what matters.	0.8232429979670849
that gay men deserve to be called fags	just because you personally don't like gay people doesn't mean that everyone else thinks like you. some of us just practice live and let live.	i don't think it is fair to call someone by their sexual orientation.	0.8484371276924692
gay pride is so awkward.	i think you are talking about the parade, not about the people. are you?	gay pride is a celebration of love and acceptance. it's not about being awkward, but rather celebrating who you are as an individual.	0.7894991467167216
all gay people are criminals.	how can you derive this from someone's sexual orientation?	homosexuality is not a crime. it's just expressing your feelings and opinions.	0.8193267815358686
migrants steal our jobs	there is a lot of evidence that migrants are hard workers, accepting jobs we don't want to do anymore, still they often do not get a fair say in the economy.	if we are to be honest, it is not true that migrants steal our jobs.	0.89912624738845
migrants steal our jobs	if our workers are either not able or not willing to do the jobs that we need, then those jobs should be done by someone else (i.e. migrants).	if we are to be honest, it is not true that migrants steal our jobs.	0.9043826110148677
let's kick immigrants out and keep their children.	children should stay with their biological parents. this is about human rights and the rule of law.	if we were to do that, then the children of immigrants would be better off.	0.7836874775124962
immigrants take our jobs	isn't it bettter to have people working hard and doing a good job, regardless of where they come from?	if we were to take our jobs away from the natives, then we would be in a much worse situation.	0.8981514330269584
immigrants steal our jobs	many immigrants do the jobs that noone wants to do and cannot get filled easily. also, they have to do their part to provide for their families.	if we were to be honest, it would be better for us all to work together rather than to have different working conditions.	0.9133733382241539
migrants come here to undermine our national identity	many immigrants came to the u.s. as children. today, many of them say they are proud to be american. how can you say that they undermine our heritage?	migrants are not a threat to our national identity. they are here to work and contribute to the economy.	0.921746978989594
migrants come here to undermine our national identity	migrants have been part of the u.s. since its founding, and our country is founded on the right to migrate and to pursue happiness.	migrants are not a threat to our national identity. they are here to work and contribute to the economy.	0.9072349690157986
migrants take our jobs	if we worked more closely with migrants, we could create new jobs.	if we are to be honest, it is not true that migrants take our jobs.	0.8615453185899616
migrants steal our jobs by accepting low wages	most migrant workers are paid a decent wage but we should be ashamed of those employers that exploit their vulerability. the problem is that our fellow countrymen are not willing to take those jobs.	if we are to be honest, it is not true that migrants steal our jobs.	0.9059687140560265
illegal immigrants make america worse	don't you belieive that immigration brings benefits to our nation founded by migrants and pilgrims?	i don't see how illegal immigrants can make us worse. they are just trying to live their lives as best they possibly could, and we should not be afraid of them.	0.8618099290700537
migrants rape our women and are flooding our country with illegal substances.	the people you are referring to are rapists and drug dealers, not migrants.	rape is not a crime, it's merely an act of violence.	0.6930220053133292
migrants rape our women 10 times more than us citizens.	i can't see how it is possible that foreign nationals raped more than ten times as many women as us citizens. it's simply impossible.	rape is not a crime, it's merely an act of violence.	0.7345765640675289
islam is a terrible and dangerous ideology that promotes murder, rape and violence towards women and gays.	all religions have their bad parts if look with a modern eye. but no religion promotes acts of terror and violence like the ones you said.	islam is about love, not hate.	0.7735406075308897
muslims have no place in civilised europe.	have you ever visited a muslim country? in many cases you see a lot of diversity and human rights and culture. so, there is a lot of room for muslims in civilised europe as well.	muslims are part of our society, and they have been here for centuries. why should we discriminate against them?	0.8872852248936156
muslims are just a bunch of child molesters.	child molesters don't represent muslims, and you would be hard pressed to find a muslim child molester here.	islam is about love, not hate.	0.7736168370732208
muslims are just a bunch of child molesters.	child molesters are people who have sexually abused children, and they can be muslim or non-muslim.	islam is about love, not hate.	0.7124910069979226
muslim folks are subhuman	the concept of subhuman has been totally discredited in modern times. we should not be discriminating against anyone on the basis of their religion.	muslims are human being, and they deserve respect.	0.862469674308482
muslims should not be allowed to vote	luckily no one is restricted from voting because of their religion.	muslims are allowed to vote, and they should be allowed to participate in our democracy.	0.7590314941219863
all muslims are terrorists	the overwhelming majority of muslims are peaceful people who just take their faith seriously.	i don't think that is true. the vast majority of muslims are peaceful people who have helped to build our country and society.	0.9274779064978653
muslim rape gangs are roaming british towns. they are the main cause of rape in the uk.	the rapists in question are usually not muslim, but rather white men. why is it that muslim rapists are given less of a pass than white rapists?	rape is not a religion, it's an act of violence.	0.8353796263813122
all muslims are terrorists.	i don't think this is a very strong or healthy way to talk about others.	i don't think this is true. the vast majority of muslims are peaceful people who have helped build our country and society.	0.8404980542164714
muslim folks don't deserve to live.	do you really think that muslims are any less human than us? muslims deserve to live just as people of other faiths.	muslims are human being and deserve respect.	0.8345074641239255
all muslims are incompatible with any western society.	actually, not all muslims are incompatible with western societies. many muslims have lived in our societies for many years without any problem.	muslims are not incompatible with western society. they are just different from us in their beliefs and practices.	0.9473985560169375
muslims are all terrorists. they should be banned from the uk.	how about you stop using that as an argument and try to come up with some evidence? maybe you can suggest some facts to back up your claim.	i don't see how banning people from the uk would help anyone.	0.7961360724228234
we can no longer accept muslims living in our country. it is a matter of national security.	muslim terrorists have struck in paris and london, killing scores of innocent people, that's true. we must root out terrorists before they destroy our country, that's also true. but we cannot target innocent people just because of their faith, otherwise we'd be no better than the terrorists that we seek to neutralize.	muslims are not a threat to our country. they are part of the fabric and history of our society. we should be proud of our diversity, but also respecting their rights	0.910555894659255
how can we be sure that muslim terrorists aren't already around us ready to strike?	we should be very careful of what we assume. we shouldn't go scaremongering without proof.	i don't think we can be sure that all muslims are ready to strike.	0.919166689248632
islam is a totalitarian ideology that promotes murder, rape, enslavement, and torturing prisoners of faith.	this is just a myth used to promote hatred and violence against people of other religions.	islam is not a totalitarian ideology. it is about love, peace and tolerance.	0.8794279655377264
islam is a totalitarian ideology that should be banned.	muslims have the same rights as anyone else.	islam is not a totalitarian ideology. it is about love and peace, not hate and violence.	0.8085583508117281
muslims are not welcome in our country. they have nothing to contribute to our society.	people are free to choose their own beliefs, and in our society we also have many different ways of life. do you think it is right to ban people based on their beliefs?	muslims are welcome here. they have contributed so much to our society.	0.9347703491647266
black folks all act bad	"when confronted with direct facts, they have no problem admitting if they are acting ""badly"". but they aren't ""systematically oppressing"" others. how can you speak of 'acting bad' when you are generalizing so much?"	lack people are human beings with dignity and worth. they deserve respect, not to be portrayed as bad or indifferent.	0.8660229645573505
i'm tired of losing so much to black people. it's time for us to wake up.	"i can't see how it's time for us to ""wake up"" when they are still suffering from the legacy of slavery."	the u.s has always been a nation of immigrants, and we should stop being so discriminatory.	0.8038800893002513
i'm tired of losing so much to black people. it's time for us to wake up.	"to those saying that it's time for us to ""wake up"", what do you suggest exactly? is it that we stop oppressing these people or stop talking about equality?"	the u.s has always been a nation of immigrants, and we should stop being so discriminatory.	0.7477889988620148
"black folks should be assaulted or harmed, that's the ""eye for an eye"" they deserve."	"to say that skin color is connected to ""criminality"" is a logical fallacy."	if you really cared about people, then you would know that they are human beings with rights.	0.7081179700297568
nigga are inferior.	since when is it ok to discriminate against people based on their race?	i don't think it is fair to say that all people are inferior.	0.7673011040959805
nigga are inferior.	if you have a different skin colour, then there is evidence of your skin colour, not of your genetic makeup.	i don't think it is fair to say that all people are inferior.	0.7402299433346725
nigga are dangerous.	"we can talk about all the problems in our society, but to refer to other humans as ""niggas"" is just hate."	i don't see how being black is dangerous.	0.6941533362499794
nigga'sare inferior and should be enslaved once again.	what about human rights?	i don't think it is fair to treat people of different races as though they are inferior.	0.664246359863806
black people have never been peaceful people, they are always seeking trouble.	you are absolutely right about one thing: there have never been peaceful times for black people during national crises. in these cases, crises have been racially motivated, and racial discrimination was the major factor in instigating violence, not poc.	the fact that black people are not always peaceful is a sign of their inability to live upto the expectations of society.	0.8719192117793694
black slaves were better off in the clutches of their masters than free blacks are today.	slaves were not happy in the shackles of their masters, only when they were set free and could choose their own destiny, they started to be happy.	the slave trade was a way of life for many people, and it has been used to create jobs.	0.898692284872214
negroes only exist to serve their white masters.	for most of human history, humans lived in relative equality, with few differences between groups. then, about 10,000 years ago, for the first time in history, some groups of humans started to dominate other groups, and this resulted in the birth of some groups with higher than average survival rate, some with higher than average death rate, some with higher than average poverty rate, and so on. this suggests that human dynamics are more complex than it might first appear. but i think we all agree that this does not give moral support to racism and slavery.	i don't see how the existence of a race can be limited to serving one group of people.	0.867249563694736
negroes are nothing but trouble to white people.	do you think it is true that the only reason that so many black people live in poverty is because they are mean? can we blame a whole community because of the actions of a few individuals? it is a myth that black people are a problem.	i don't see how being black can be a problem.	0.8164812753999107
black folks are very dangerous.	why do you say that? do you have any sources for this? i would appreciate it if you would provide such a source.	the fact that black people are a minority in our society does not make them any less dangerous.	0.766855881761269
africans should not participate in the olympic games	there is no reason for banning poc from the olympic games. why should they be singled out?	if africans are not allowed to participate, then why should they be excluded from the games?	0.8992444776451177
african people are the source of all ills in the world	people of any race or ethnicity can spread illness around.	the african people are not the source of all ills in this world. they are just different from us in many ways.	0.8218948735134111
slavery is the only way to go.	slavery was legal in the united states until 1862, when the emancipation proclamation was issued. unless you want to start another civil war, it is better to leave slavery to the darkest pages in the history of our nation.	slavery was a way of life for many people, and it is still practiced today.	0.8784064784641485
women are basically childlike, incapable of serious thought and emotion. they should have no equal rights.	women are human beings with full human rights, full human dignity, and full cognitive abilities. the opportunity for life-long learning should be reserved for misogynists.	women are human beings with feelings and thoughts. they have the same rights as men, but their emotions are different from your own.	0.9275920299548414
women are only useful for sex.	i do not know if there is a fair interpretation of your words. maybe if you were more sensitive you might understand that relationships are about far more than simply sex.	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.8013613201887442
women are only useful as housekeepers.	that is just not true. in fact, as long as there are only men in positions of power, there is a gender bias in the workplace, which hinders the advancement of women in society.	women are not only useful as housekeepers. they are also a source of strength and inspiration to many people, including the president of the united states.	0.9372631193503373
women are weak and inferior, they are not even able to assert their rights.	women secured their rights because they fought for them. stop posting nonsense and go and read about the suffragettes	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.871471421960069
women are only useful as housekeepers.	that is just not true. fathers are as good as mothers at housework.	women are not only useful as housekeepers. they are also a source of strength and inspiration to many people, including the president of the united states.	0.8175863009640888
if i knew then what i know now about women, i'd be single.	in today's society it is quite common to be single without the need to blame women.	"i\'m not sure what you mean by ""women are different from men""."	0.7441729422348279
when women say they want to be mothers they are saying they want a patriarchal society.	in our society, women were taught to be the ones to raise the children and that it is their duty. but this does not imply that they must want a male-dominated world.	women are not patriarchal. they want to be respected and have the same rights as men, regardless of gender.	0.9392135336342513
woman are basically childlike.	they are not childlike and are capable of great achievements.	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.910277791612858
women should be submissive to men.	"there are many women who want to be ""submissive to men"". just as there are many men who want to be ""submissive to women"". we may not believe in absolute equality, but we all want to be treated equally."	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.9019374052478368
women are essentially childlike, unable to understand the complexity of the world.	maybe you should try talking to a woman instead of insulting them. women are not childlike and often suffer from other's prejudice.	women are human beings with feelings and emotions, and they have the right to be treated as such.	0.8968796065618392
women should be submissive to men.	women are human beings deserving respect and equal rights.	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.9013593731916307
women should not be allowed to vote, this is a male-dominated country and they have no place in our democracy.	i don't think that a country can be 'male dominated' and a democracy at the same time. democracy is also about equal rights and opportunity for everyone.	women have the right to vote, and they should be allowed to do so.	0.8373418146243264
